word,sentence1,sentence2,same,ambiguity_type,disambiguating_word1,disambiguating_word2,version,Class,mean_relatedness,median_relatedness,diff,count,sd_relatedness,distance_bert,distance_elmo,se_relatedness,v1,v2,string
medicine,It was orthopedic medicine.,It was veterinary medicine.,True,Polysemy,orthopedic,veterinary,M2_a_M2_b,N,3.833333333,4.0,0.166666667,18,0.514495755,0.184719861,0.040844679,0.121267813,M2_a,M2_b,medicine
message,There was a phone message.,There was an urgent message.,False,Polysemy,phone,urgent,M1_a_M2_a,N,3.5,3.5,0.0,10,0.527046277,0.155624568,0.098115146,0.166666667,M1_a,M2_a,message
message,There was a phone message.,There was a clear message.,False,Polysemy,phone,clear,M1_a_M2_b,N,2.125,2.5,0.375,8,0.991031209,0.307215214,0.135635555,0.350382444,M1_a,M2_b,message
message,There was a computer message.,There was an urgent message.,False,Polysemy,computer,urgent,M1_b_M2_a,N,3.0,3.0,0.0,15,1.133893419,0.132769883,0.115331888,0.292770022,M1_b,M2_a,message
message,There was a computer message.,There was a clear message.,False,Polysemy,computer,clear,M1_b_M2_b,N,2.8125,3.0,0.1875,16,1.046820583,0.257606506,0.148432255,0.261705146,M1_b,M2_b,message
message,There was a phone message.,There was a computer message.,True,Polysemy,phone,computer,M1_a_M1_b,N,3.727272727,4.0,0.272727273,11,0.646669791,0.093497396,0.052448511,0.194978278,M1_a,M1_b,message
message,There was an urgent message.,There was a clear message.,True,Polysemy,urgent,clear,M2_a_M2_b,N,3.705882353,4.0,0.294117647,17,0.587867532,0.172176361,0.040417314,0.142578819,M2_a,M2_b,message
mold,It was a fungal mold.,It was a rubber mold.,False,Homonymy,fungal,rubber,M1_a_M2_a,N,0.133333333,0.0,0.133333333,15,0.351865775,0.203066468,0.105068564,0.090851353,M1_a,M2_a,mold
mold,It was a fungal mold.,It was a clay mold.,False,Homonymy,fungal,clay,M1_a_M2_b,N,0.916666667,0.5,0.416666667,12,1.240112409,0.170827806,0.093459785,0.357989617,M1_a,M2_b,mold
mold,It was a harmful mold.,It was a rubber mold.,False,Homonymy,harmful,rubber,M1_b_M2_a,N,0.111111111,0.0,0.111111111,9,0.333333333,0.219214261,0.11547327,0.111111111,M1_b,M2_a,mold
mold,It was a harmful mold.,It was a clay mold.,False,Homonymy,harmful,clay,M1_b_M2_b,N,0.357142857,0.0,0.357142857,14,0.497245158,0.185368598,0.108413815,0.132894358,M1_b,M2_b,mold
mold,It was a fungal mold.,It was a harmful mold.,True,Homonymy,fungal,harmful,M1_a_M1_b,N,3.0625,3.5,0.4375,16,1.236594787,0.115669966,0.068282306,0.309148697,M1_a,M1_b,mold
mold,It was a rubber mold.,It was a clay mold.,True,Homonymy,rubber,clay,M2_a_M2_b,N,3.727272727,4.0,0.272727273,11,0.646669791,0.137601793,0.037674487,0.194978278,M2_a,M2_b,mold
mole,She saw the cancerous mole.,She saw the cute mole.,False,Homonymy,cancerous,cute,M1_a_M2_a,N,0.153846154,0.0,0.153846154,13,0.554700196,0.121985972,0.089485586,0.153846154,M1_a,M2_a,mole
mole,She saw the cancerous mole.,She saw the fast mole.,False,Homonymy,cancerous,fast,M1_a_M2_b,N,0.166666667,0.0,0.166666667,12,0.389249472,0.16255635,0.091338396,0.112366644,M1_a,M2_b,mole
mole,She saw the raised mole.,She saw the cute mole.,False,Homonymy,raised,cute,M1_b_M2_a,N,0.625,0.0,0.625,8,1.407885953,0.136322439,0.087554216,0.497762852,M1_b,M2_a,mole
mole,She saw the raised mole.,She saw the fast mole.,False,Homonymy,raised,fast,M1_b_M2_b,N,1.15,1.0,0.15,20,1.386969434,0.133527815,0.073733807,0.310135794,M1_b,M2_b,mole
mole,She saw the cancerous mole.,She saw the raised mole.,True,Homonymy,cancerous,raised,M1_a_M1_b,N,2.375,3.5,1.125,8,1.995530721,0.084662199,0.096459329,0.705526652,M1_a,M1_b,mole
mole,She saw the cute mole.,She saw the fast mole.,True,Homonymy,cute,fast,M2_a_M2_b,N,2.375,2.0,0.375,16,1.586400538,0.171923518,0.074075401,0.396600134,M2_a,M2_b,mole
movement,He liked the rhythmic movement.,He liked the feminist movement.,False,Polysemy,rhythmic,feminist,M1_a_M2_a,N,0.846153846,1.0,0.153846154,13,0.898717034,0.418435395,0.12679708,0.249259258,M1_a,M2_a,movement
movement,He liked the rhythmic movement.,He liked the civil-rights movement.,False,Polysemy,rhythmic,civil-rights,M1_a_M2_b,N,0.538461538,0.0,0.538461538,13,0.967417922,0.619402647,0.100257814,0.268313456,M1_a,M2_b,movement
movement,He liked the graceful movement.,He liked the feminist movement.,False,Polysemy,graceful,feminist,M1_b_M2_a,N,1.428571429,1.5,0.071428571,14,1.157868447,0.419799209,0.159288824,0.309453359,M1_b,M2_a,movement
movement,He liked the graceful movement.,He liked the civil-rights movement.,False,Polysemy,graceful,civil-rights,M1_b_M2_b,N,0.833333333,1.0,0.166666667,12,0.937436867,0.664320558,0.112012863,0.270614714,M1_b,M2_b,movement
movement,He liked the rhythmic movement.,He liked the graceful movement.,True,Polysemy,rhythmic,graceful,M1_a_M1_b,N,3.384615385,4.0,0.615384615,13,0.869718493,0.108740687,0.034734726,0.241216509,M1_a,M1_b,movement
movement,He liked the feminist movement.,He liked the civil-rights movement.,True,Polysemy,feminist,civil-rights,M2_a_M2_b,N,4.0,4.0,0.0,12,0.0,0.518557727,0.067665219,0.0,M2_a,M2_b,movement
newspaper,It was a national newspaper.,It was a faded newspaper.,False,Polysemy,national,faded,M1_a_M2_a,N,3.9,4.0,0.1,10,0.316227766,0.234838784,0.085758209,0.1,M1_a,M2_a,newspaper
newspaper,It was a national newspaper.,It was a shredded newspaper.,False,Polysemy,national,shredded,M1_a_M2_b,N,3.647058824,4.0,0.352941176,17,0.785905248,0.256969929,0.093657017,0.190610021,M1_a,M2_b,newspaper
newspaper,It was a daily newspaper.,It was a faded newspaper.,False,Polysemy,daily,faded,M1_b_M2_a,N,4.0,4.0,0.0,10,0.0,0.152527511,0.073273778,0.0,M1_b,M2_a,newspaper
newspaper,It was a daily newspaper.,It was a shredded newspaper.,False,Polysemy,daily,shredded,M1_b_M2_b,N,3.777777778,4.0,0.222222222,18,0.732084498,0.257240891,0.085551262,0.172553971,M1_b,M2_b,newspaper
newspaper,It was a national newspaper.,It was a daily newspaper.,True,Polysemy,national,daily,M1_a_M1_b,N,4.0,4.0,0.0,10,0.0,0.11405164,0.041685343,0.0,M1_a,M1_b,newspaper
newspaper,It was a faded newspaper.,It was a shredded newspaper.,True,Polysemy,faded,shredded,M2_a_M2_b,N,3.833333333,4.0,0.166666667,12,0.577350269,0.079730213,0.033593297,0.166666667,M2_a,M2_b,newspaper
orange,It was a juicy orange.,It was a bright orange.,False,Polysemy,juicy,bright,M1_a_M2_a,N,2.0,2.0,0.0,19,1.763834207,0.307211459,0.065273941,0.404651319,M1_a,M2_a,orange
orange,It was a juicy orange.,It was a reddish orange.,False,Polysemy,juicy,reddish,M1_a_M2_b,N,1.0,0.0,1.0,9,1.414213562,0.273911238,0.052660882,0.471404521,M1_a,M2_b,orange
orange,It was a ripe orange.,It was a bright orange.,False,Polysemy,ripe,bright,M1_b_M2_a,N,2.5,3.0,0.5,8,1.603567451,0.236619532,0.085292876,0.56694671,M1_b,M2_a,orange
orange,It was a ripe orange.,It was a reddish orange.,False,Polysemy,ripe,reddish,M1_b_M2_b,N,1.916666667,1.5,0.416666667,12,1.621353718,0.226773024,0.090670049,0.468044503,M1_b,M2_b,orange
orange,It was a juicy orange.,It was a ripe orange.,True,Polysemy,juicy,ripe,M1_a_M1_b,N,3.65,4.0,0.35,20,0.988086934,0.083839953,0.051941872,0.220942955,M1_a,M1_b,orange
orange,It was a bright orange.,It was a reddish orange.,True,Polysemy,bright,reddish,M2_a_M2_b,N,4.0,4.0,0.0,9,0.0,0.122556508,0.056215107,0.0,M2_a,M2_b,orange
page,He saw the young page.,He saw the blank page.,False,Homonymy,young,blank,M1_a_M2_a,N,0.166666667,0.0,0.166666667,12,0.389249472,0.240452111,0.096105754,0.112366644,M1_a,M2_a,page
page,He saw the young page.,He saw the ripped page.,False,Homonymy,young,ripped,M1_a_M2_b,N,0.333333333,0.0,0.333333333,9,0.5,0.225439787,0.095548153,0.166666667,M1_a,M2_b,page
page,He saw the loyal page.,He saw the blank page.,False,Homonymy,loyal,blank,M1_b_M2_a,N,0.388888889,0.0,0.388888889,18,0.607684989,0.239609122,0.103726864,0.143232725,M1_b,M2_a,page
page,He saw the loyal page.,He saw the ripped page.,False,Homonymy,loyal,ripped,M1_b_M2_b,N,0.545454545,0.0,0.545454545,11,0.687551651,0.221343756,0.12424624,0.207304623,M1_b,M2_b,page
page,He saw the young page.,He saw the loyal page.,True,Homonymy,young,loyal,M1_a_M1_b,N,3.071428571,4.0,0.928571429,14,1.439245834,0.146082819,0.08013767,0.384654629,M1_a,M1_b,page
page,He saw the blank page.,He saw the ripped page.,True,Homonymy,blank,ripped,M2_a_M2_b,N,3.384615385,4.0,0.615384615,13,1.502135232,0.077804208,0.044888258,0.416617354,M2_a,M2_b,page
palm,It was a calloused palm.,It was a tropical palm.,False,Homonymy,calloused,tropical,M1_a_M2_a,N,0.235294118,0.0,0.235294118,17,0.664211164,0.271009207,0.096294343,0.16109487,M1_a,M2_a,palm
palm,It was a calloused palm.,It was a tree palm.,False,Homonymy,calloused,tree,M1_a_M2_b,N,0.2,0.0,0.2,15,0.560611911,0.269844651,0.081980586,0.144749373,M1_a,M2_b,palm
palm,It was a wrinkled palm.,It was a tropical palm.,False,Homonymy,wrinkled,tropical,M1_b_M2_a,N,0.285714286,0.0,0.285714286,14,1.069044968,0.339266062,0.120958984,0.285714286,M1_b,M2_a,palm
palm,It was a wrinkled palm.,It was a tree palm.,False,Homonymy,wrinkled,tree,M1_b_M2_b,N,0.25,0.0,0.25,12,0.452267017,0.323847413,0.089921772,0.130558242,M1_b,M2_b,palm
palm,It was a calloused palm.,It was a wrinkled palm.,True,Homonymy,calloused,wrinkled,M1_a_M1_b,N,3.0,4.0,1.0,7,1.414213562,0.085626662,0.040128887,0.534522484,M1_a,M1_b,palm
palm,It was a tropical palm.,It was a tree palm.,True,Homonymy,tropical,tree,M2_a_M2_b,N,3.916666667,4.0,0.083333333,12,0.288675135,0.125965536,0.102179348,0.083333333,M2_a,M2_b,palm
panel,It was a control panel.,It was an advisory panel.,False,Polysemy,control,advisory,M1_a_M2_a,N,0.8,1.0,0.2,10,0.788810638,0.337162554,0.105567575,0.249443826,M1_a,M2_a,panel
panel,It was a control panel.,It was a consumer panel.,False,Polysemy,control,consumer,M1_a_M2_b,N,1.222222222,1.0,0.222222222,18,1.165966176,0.230144858,0.096629083,0.274820863,M1_a,M2_b,panel
panel,It was an instrument panel.,It was an advisory panel.,False,Polysemy,instrument,advisory,M1_b_M2_a,N,1.5,1.5,0.0,4,1.290994449,0.372277975,0.117012918,0.645497224,M1_b,M2_a,panel
panel,It was an instrument panel.,It was a consumer panel.,False,Polysemy,instrument,consumer,M1_b_M2_b,N,1.076923077,1.0,0.076923077,13,1.255755978,0.205780923,0.096011698,0.348284044,M1_b,M2_b,panel
panel,It was a control panel.,It was an instrument panel.,True,Polysemy,control,instrument,M1_a_M1_b,N,1.8,2.0,0.2,20,1.576137851,0.077652931,0.066153884,0.352435138,M1_a,M1_b,panel
panel,It was an advisory panel.,It was a consumer panel.,True,Polysemy,advisory,consumer,M2_a_M2_b,N,3.0,3.0,0.0,12,0.953462589,0.307659984,0.109875023,0.275240941,M2_a,M2_b,panel
passage,It was a secret passage.,It was a literary passage.,False,Polysemy,secret,literary,M1_a_M2_a,N,0.1,0.0,0.1,10,0.316227766,0.351558268,0.07680124,0.1,M1_a,M2_a,passage
passage,It was a secret passage.,It was a biblical passage.,False,Polysemy,secret,biblical,M1_a_M2_b,N,0.428571429,0.0,0.428571429,14,0.513552591,0.417132974,0.097741723,0.137252703,M1_a,M2_b,passage
passage,It was a narrow passage.,It was a literary passage.,False,Polysemy,narrow,literary,M1_b_M2_a,N,0.888888889,1.0,0.111111111,9,1.054092553,0.418398261,0.0909217,0.351364184,M1_b,M2_a,passage
passage,It was a narrow passage.,It was a biblical passage.,False,Polysemy,narrow,biblical,M1_b_M2_b,N,0.230769231,0.0,0.230769231,13,0.59914469,0.45705986,0.074587941,0.166172838,M1_b,M2_b,passage
passage,It was a secret passage.,It was a narrow passage.,True,Polysemy,secret,narrow,M1_a_M1_b,N,3.692307692,4.0,0.307692308,13,0.630425172,0.096275568,0.074709654,0.174848483,M1_a,M1_b,passage
passage,It was a literary passage.,It was a biblical passage.,True,Polysemy,literary,biblical,M2_a_M2_b,N,3.611111111,4.0,0.388888889,18,0.978527639,0.191856861,0.039234698,0.230641176,M2_a,M2_b,passage
pen,She penned her animals.,She penned her memoirs.,False,Homonymy,animals,memoirs,M1_a_M2_a,V,0.4,0.0,0.4,10,0.516397779,0.464779556,0.138799191,0.163299316,M1_a,M2_a,penned
pen,She penned her animals.,She penned her thoughts.,False,Homonymy,animals,thoughts,M1_a_M2_b,V,0.545454545,0.0,0.545454545,11,1.035725481,0.322282195,0.094427526,0.312282982,M1_a,M2_b,penned
pen,She penned her livestock.,She penned her memoirs.,False,Homonymy,livestock,memoirs,M1_b_M2_a,V,0.647058824,0.0,0.647058824,17,0.996316746,0.480618358,0.185153425,0.241642305,M1_b,M2_a,penned
pen,She penned her livestock.,She penned her thoughts.,False,Homonymy,livestock,thoughts,M1_b_M2_b,V,0.5,0.0,0.5,12,0.797724035,0.354411125,0.140421927,0.230283093,M1_b,M2_b,penned
pen,She penned her animals.,She penned her livestock.,True,Homonymy,animals,livestock,M1_a_M1_b,V,3.529411765,4.0,0.470588235,17,1.067570083,0.078797758,0.03989011,0.258923777,M1_a,M1_b,penned
pen,She penned her memoirs.,She penned her thoughts.,True,Homonymy,memoirs,thoughts,M2_a_M2_b,V,3.3,4.0,0.7,10,1.159501809,0.447730839,0.078773856,0.366666667,M2_a,M2_b,penned
perch,It was a tasty perch.,It was a lofty perch.,False,Homonymy,tasty,lofty,M1_a_M2_a,N,0.666666667,1.0,0.333333333,9,0.707106781,0.161617517,0.047499657,0.23570226,M1_a,M2_a,perch
perch,It was a tasty perch.,It was a secure perch.,False,Homonymy,tasty,secure,M1_a_M2_b,N,0.6,0.0,0.6,5,0.894427191,0.173960328,0.0516572,0.4,M1_a,M2_b,perch
perch,It was a freshwater perch.,It was a lofty perch.,False,Homonymy,freshwater,lofty,M1_b_M2_a,N,1.3125,1.0,0.3125,16,1.447699324,0.316257119,0.119325459,0.361924831,M1_b,M2_a,perch
perch,It was a freshwater perch.,It was a secure perch.,False,Homonymy,freshwater,secure,M1_b_M2_b,N,1.666666667,2.0,0.333333333,15,1.290994449,0.333974421,0.116146207,0.333333333,M1_b,M2_b,perch
perch,It was a tasty perch.,It was a freshwater perch.,True,Homonymy,tasty,freshwater,M1_a_M1_b,N,2.25,2.5,0.25,12,1.602554779,0.188228965,0.107634246,0.462617716,M1_a,M1_b,perch
perch,It was a lofty perch.,It was a secure perch.,True,Homonymy,lofty,secure,M2_a_M2_b,N,2.5,3.0,0.5,20,1.504379571,0.115147412,0.025611639,0.336389499,M2_a,M2_b,perch
pick,He picked his coffee.,He picked his scab.,False,Polysemy,coffee,scab,M1_a_M2_a,V,0.733333333,1.0,0.266666667,15,0.798808637,0.15991509,0.086674511,0.206251503,M1_a,M2_a,picked
pick,He picked his coffee.,He picked his nose.,False,Polysemy,coffee,nose,M1_a_M2_b,V,0.538461538,0.0,0.538461538,13,0.877058019,0.211315513,0.101501822,0.243252128,M1_a,M2_b,picked
pick,He picked his dinner.,He picked his scab.,False,Polysemy,dinner,scab,M1_b_M2_a,V,0.894736842,1.0,0.105263158,19,0.87526103,0.291501582,0.093960941,0.200798652,M1_b,M2_a,picked
pick,He picked his dinner.,He picked his nose.,False,Polysemy,dinner,nose,M1_b_M2_b,V,0.583333333,0.0,0.583333333,12,1.164500153,0.366639793,0.109284937,0.336162238,M1_b,M2_b,picked
pick,He picked his coffee.,He picked his dinner.,True,Polysemy,coffee,dinner,M1_a_M1_b,V,3.428571429,4.0,0.571428571,7,0.786795792,0.221626163,0.06498313,0.297380857,M1_a,M1_b,picked
pick,He picked his scab.,He picked his nose.,True,Polysemy,scab,nose,M2_a_M2_b,V,3.636363636,4.0,0.363636364,11,0.504524979,0.156949222,0.058389723,0.152120005,M2_a,M2_b,picked
pitcher,He saw the fast pitcher.,He saw the glass pitcher.,False,Homonymy,fast,glass,M1_a_M2_a,N,0.071428571,0.0,0.071428571,14,0.267261242,0.448589623,0.058187366,0.071428571,M1_a,M2_a,pitcher
pitcher,He saw the fast pitcher.,He saw the plastic pitcher.,False,Homonymy,fast,plastic,M1_a_M2_b,N,0.307692308,0.0,0.307692308,13,0.630425172,0.352484643,0.079657257,0.174848483,M1_a,M2_b,pitcher
pitcher,He saw the right-handed pitcher.,He saw the glass pitcher.,False,Homonymy,right-handed,glass,M1_b_M2_a,N,0.4,0.0,0.4,15,0.828078671,0.560444891,0.070770621,0.213808994,M1_b,M2_a,pitcher
pitcher,He saw the right-handed pitcher.,He saw the plastic pitcher.,False,Homonymy,right-handed,plastic,M1_b_M2_b,N,0.153846154,0.0,0.153846154,13,0.375533808,0.553768069,0.083898902,0.104154339,M1_b,M2_b,pitcher
pitcher,He saw the fast pitcher.,He saw the right-handed pitcher.,True,Homonymy,fast,right-handed,M1_a_M1_b,N,3.785714286,4.0,0.214285714,14,0.425815314,0.514390618,0.066372216,0.11380393,M1_a,M1_b,pitcher
pitcher,He saw the glass pitcher.,He saw the plastic pitcher.,True,Homonymy,glass,plastic,M2_a_M2_b,N,3.5,4.0,0.5,8,1.414213562,0.054722905,0.028729558,0.5,M2_a,M2_b,pitcher
poach,She poached the deer.,She poached the eggs.,False,Homonymy,deer,eggs,M1_a_M2_a,V,0.833333333,0.5,0.333333333,12,0.937436867,0.177143097,0.146079957,0.270614714,M1_a,M2_a,poached
poach,She poached the deer.,She poached the vegetables.,False,Homonymy,deer,vegetables,M1_a_M2_b,V,1.363636364,1.0,0.363636364,11,1.433368569,0.20310396,0.146395802,0.432176885,M1_a,M2_b,poached
poach,She poached the bear.,She poached the eggs.,False,Homonymy,bear,eggs,M1_b_M2_a,V,0.571428571,0.0,0.571428571,7,0.786795792,0.195071042,0.10395509,0.297380857,M1_b,M2_a,poached
poach,She poached the bear.,She poached the vegetables.,False,Homonymy,bear,vegetables,M1_b_M2_b,V,0.5,0.0,0.5,14,0.940539943,0.273703039,0.119645,0.251369873,M1_b,M2_b,poached
poach,She poached the deer.,She poached the bear.,True,Homonymy,deer,bear,M1_a_M1_b,V,3.842105263,4.0,0.157894737,19,0.688247202,0.075741172,0.030859768,0.157894737,M1_a,M1_b,poached
poach,She poached the eggs.,She poached the vegetables.,True,Homonymy,eggs,vegetables,M2_a_M2_b,V,3.142857143,3.0,0.142857143,14,0.864437822,0.094468653,0.037650466,0.231030726,M2_a,M2_b,poached
port,It was a windy port.,It was a delicious port.,False,Homonymy,windy,delicious,M1_a_M2_a,N,0.2,0.0,0.2,5,0.447213595,0.225065172,0.076441467,0.2,M1_a,M2_a,port
port,It was a windy port.,It was a sweet port.,False,Homonymy,windy,sweet,M1_a_M2_b,N,1.5,1.5,0.0,16,1.264911064,0.230878294,0.060819387,0.316227766,M1_a,M2_b,port
port,It was a seaside port.,It was a delicious port.,False,Homonymy,seaside,delicious,M1_b_M2_a,N,0.538461538,0.0,0.538461538,13,0.660225292,0.208070636,0.083219051,0.183113549,M1_b,M2_a,port
port,It was a seaside port.,It was a sweet port.,False,Homonymy,seaside,sweet,M1_b_M2_b,N,1.4375,1.5,0.0625,16,1.209338662,0.214503407,0.070518613,0.302334666,M1_b,M2_b,port
port,It was a windy port.,It was a seaside port.,True,Homonymy,windy,seaside,M1_a_M1_b,N,3.416666667,4.0,0.583333333,12,0.99620492,0.160221756,0.081309736,0.287579589,M1_a,M1_b,port
port,It was a delicious port.,It was a sweet port.,True,Homonymy,delicious,sweet,M2_a_M2_b,N,3.0,3.0,0.0,15,1.362770288,0.06746316,0.034573555,0.351865775,M2_a,M2_b,port
position,He was in a distinguished position.,He was in a fetal position.,False,Polysemy,distinguished,fetal,M1_a_M2_a,N,1.071428571,1.0,0.071428571,14,0.997248963,0.472413003,0.116409481,0.266525996,M1_a,M2_a,position
position,He was in a distinguished position.,He was in a yoga position.,False,Polysemy,distinguished,yoga,M1_a_M2_b,N,1.0,1.0,0.0,15,0.845154255,0.377835095,0.123289764,0.21821789,M1_a,M2_b,position
position,He was in a prominent position.,He was in a fetal position.,False,Polysemy,prominent,fetal,M1_b_M2_a,N,0.888888889,1.0,0.111111111,9,0.927960727,0.421254575,0.099252403,0.309320242,M1_b,M2_a,position
position,He was in a prominent position.,He was in a yoga position.,False,Polysemy,prominent,yoga,M1_b_M2_b,N,0.923076923,1.0,0.076923077,13,1.11516355,0.326377571,0.100645661,0.30929072,M1_b,M2_b,position
position,He was in a distinguished position.,He was in a prominent position.,True,Polysemy,distinguished,prominent,M1_a_M1_b,N,3.666666667,4.0,0.333333333,12,0.651338947,0.094648838,0.045653522,0.188025358,M1_a,M1_b,position
position,He was in a fetal position.,He was in a yoga position.,True,Polysemy,fetal,yoga,M2_a_M2_b,N,3.5,4.0,0.5,14,1.160238702,0.231586754,0.059286058,0.310086836,M2_a,M2_b,position
post,It was a wooden post.,It was a teaching post.,False,Homonymy,wooden,teaching,M1_a_M2_a,N,1.0,1.0,0.0,14,1.109400392,0.234244347,0.113972306,0.296499727,M1_a,M2_a,post
post,It was a wooden post.,It was a challenging post.,False,Homonymy,wooden,challenging,M1_a_M2_b,N,0.375,0.0,0.375,16,0.619139187,0.320349455,0.108090639,0.154784797,M1_a,M2_b,post
post,It was a fence post.,It was a teaching post.,False,Homonymy,fence,teaching,M1_b_M2_a,N,0.583333333,0.0,0.583333333,12,0.792961461,0.295176446,0.096424758,0.228908257,M1_b,M2_a,post
post,It was a fence post.,It was a challenging post.,False,Homonymy,fence,challenging,M1_b_M2_b,N,1.083333333,1.0,0.083333333,12,0.900336637,0.404846311,0.108451903,0.2599048,M1_b,M2_b,post
post,It was a wooden post.,It was a fence post.,True,Homonymy,wooden,fence,M1_a_M1_b,N,3.833333333,4.0,0.166666667,12,0.577350269,0.137798846,0.066809416,0.166666667,M1_a,M1_b,post
post,It was a teaching post.,It was a challenging post.,True,Homonymy,teaching,challenging,M2_a_M2_b,N,1.363636364,1.0,0.363636364,11,1.120064933,0.205013216,0.096061766,0.337712284,M2_a,M2_b,post
punch,He had the alcoholic punch.,He had the strongest punch.,False,Homonymy,alcoholic,strongest,M1_a_M2_a,N,0.428571429,0.0,0.428571429,14,1.157868447,0.38242346,0.173151553,0.309453359,M1_a,M2_a,punch
punch,He had the alcoholic punch.,He had the quickest punch.,False,Homonymy,alcoholic,quickest,M1_a_M2_b,N,0.222222222,0.0,0.222222222,9,0.440958552,0.408398867,0.199571908,0.146986184,M1_a,M2_b,punch
punch,He had the fruit punch.,He had the strongest punch.,False,Homonymy,fruit,strongest,M1_b_M2_a,N,0.1,0.0,0.1,10,0.316227766,0.439917147,0.173324049,0.1,M1_b,M2_a,punch
punch,He had the fruit punch.,He had the quickest punch.,False,Homonymy,fruit,quickest,M1_b_M2_b,N,0.142857143,0.0,0.142857143,14,0.36313652,0.450152278,0.186375141,0.097052317,M1_b,M2_b,punch
punch,He had the alcoholic punch.,He had the fruit punch.,True,Homonymy,alcoholic,fruit,M1_a_M1_b,N,3.833333333,4.0,0.166666667,12,0.389249472,0.247438788,0.060580909,0.112366644,M1_a,M1_b,punch
punch,He had the strongest punch.,He had the quickest punch.,True,Homonymy,strongest,quickest,M2_a_M2_b,N,3.777777778,4.0,0.222222222,18,0.548318881,0.060931325,0.042283833,0.12924,M2_a,M2_b,punch
pupil,She had a brilliant pupil.,She had a dilated pupil.,False,Homonymy,brilliant,dilated,M1_a_M2_a,N,0.714285714,0.0,0.714285714,14,1.437335753,0.324471354,0.164594412,0.384144138,M1_a,M2_a,pupil
pupil,She had a brilliant pupil.,She had a cloudy pupil.,False,Homonymy,brilliant,cloudy,M1_a_M2_b,N,0.25,0.0,0.25,8,0.46291005,0.337472141,0.157416463,0.163663418,M1_a,M2_b,pupil
pupil,She had an interested pupil.,She had a dilated pupil.,False,Homonymy,interested,dilated,M1_b_M2_a,N,0.071428571,0.0,0.071428571,14,0.267261242,0.343187094,0.158673644,0.071428571,M1_b,M2_a,pupil
pupil,She had an interested pupil.,She had a cloudy pupil.,False,Homonymy,interested,cloudy,M1_b_M2_b,N,0.153846154,0.0,0.153846154,13,0.375533808,0.353193879,0.220721304,0.104154339,M1_b,M2_b,pupil
pupil,She had a brilliant pupil.,She had an interested pupil.,True,Homonymy,brilliant,interested,M1_a_M1_b,N,3.692307692,4.0,0.307692308,13,0.854850414,0.116787791,0.080570936,0.237092846,M1_a,M1_b,pupil
pupil,She had a dilated pupil.,She had a cloudy pupil.,True,Homonymy,dilated,cloudy,M2_a_M2_b,N,2.333333333,3.0,0.666666667,15,1.67616342,0.115702033,0.176072359,0.432783534,M2_a,M2_b,pupil
push,He pushed the cocaine.,He pushed the bed.,False,Polysemy,cocaine,bed,M1_a_M2_a,V,2.2,2.0,0.2,10,1.229272594,0.350416481,0.1085428,0.388730126,M1_a,M2_a,pushed
push,He pushed the cocaine.,He pushed the desk.,False,Polysemy,cocaine,desk,M1_a_M2_b,V,1.071428571,1.0,0.071428571,14,0.916874768,0.3361094,0.121903241,0.245045089,M1_a,M2_b,pushed
push,He pushed the drugs.,He pushed the bed.,False,Polysemy,drugs,bed,M1_b_M2_a,V,0.846153846,1.0,0.153846154,13,0.554700196,0.363268316,0.127490759,0.153846154,M1_b,M2_a,pushed
push,He pushed the drugs.,He pushed the desk.,False,Polysemy,drugs,desk,M1_b_M2_b,V,0.842105263,0.0,0.842105263,19,1.067872126,0.401321113,0.13549304,0.244986667,M1_b,M2_b,pushed
push,He pushed the cocaine.,He pushed the drugs.,True,Polysemy,cocaine,drugs,M1_a_M1_b,V,3.857142857,4.0,0.142857143,14,0.36313652,0.217148781,0.05676192,0.097052317,M1_a,M1_b,pushed
push,He pushed the bed.,He pushed the desk.,True,Polysemy,bed,desk,M2_a_M2_b,V,4.0,4.0,0.0,7,0.0,0.094742,0.052688241,0.0,M2_a,M2_b,pushed
racket,That was a loud racket.,That was a badminton racket.,False,Homonymy,loud,badminton,M1_a_M2_a,N,0.125,0.0,0.125,16,0.341565026,0.286288083,0.088480949,0.085391256,M1_a,M2_a,racket
racket,That was a loud racket.,That was a tennis racket.,False,Homonymy,loud,tennis,M1_a_M2_b,N,0.176470588,0.0,0.176470588,17,0.52859414,0.298933864,0.102135122,0.12820291,M1_a,M2_b,racket
racket,That was an annoying racket.,That was a badminton racket.,False,Homonymy,annoying,badminton,M1_b_M2_a,N,0.166666667,0.0,0.166666667,12,0.389249472,0.262139261,0.062753677,0.112366644,M1_b,M2_a,racket
racket,That was an annoying racket.,That was a tennis racket.,False,Homonymy,annoying,tennis,M1_b_M2_b,N,0.0,0.0,0.0,7,0.0,0.295964241,0.070475042,0.0,M1_b,M2_b,racket
racket,That was a loud racket.,That was an annoying racket.,True,Homonymy,loud,annoying,M1_a_M1_b,N,3.384615385,4.0,0.615384615,13,0.960768923,0.16136986,0.049786985,0.266469355,M1_a,M1_b,racket
racket,That was a badminton racket.,That was a tennis racket.,True,Homonymy,badminton,tennis,M2_a_M2_b,N,3.666666667,4.0,0.333333333,12,0.492365964,0.044394433,0.016634107,0.142133811,M2_a,M2_b,racket
